74.125.218.108 - - [30/Apr/2023:00:09:12 +0200] "GET /apple-app-site-association HTTP/1.0" 404 8485 "-" "AdsBot-Google (+http://www.google.com/adsbot.html)"
107.13.245.69 - - [01/May/2023:00:39:01 +0200] "GET /assets/images/main.png HTTP/2.0" 200 909942 "https://www.pinksurfing.com/includes/css/style.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
107.13.245.69 - - [01/May/2023:00:39:01 +0200] "GET /Music.mp3 HTTP/2.0" 200 9776736 "https://www.pinksurfing.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
39.110.218.101 - - [01/May/2023:01:22:44 +0200] "GET /robots.txt HTTP/1.0" 404 8485 "-" "Mozilla/5.0 (Linux; U; Android 2.2; ja-jp; SC-02B Build/FROYO) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
39.110.218.101 - - [01/May/2023:01:22:46 +0200] "GET / HTTP/1.0" 200 11007 "-" "Mozilla/5.0 (Linux; U; Android 2.2; ja-jp; SC-02B Build/FROYO) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
185.191.171.12 - - [01/May/2023:02:11:19 +0200] "GET /robots.txt HTTP/1.0" 404 8485 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
185.191.171.8 - - [01/May/2023:02:11:20 +0200] "GET /auth.html HTTP/2.0" 200 1120 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
2a10:cc45:100:0:b048:c10c:f2f9:d3ef - - [01/May/2023:02:43:19 +0200] "GET /xl2023.php HTTP/1.0" 503 8398 "-" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5 (.NET CLR 3.5.30729)"
47.88.5.56 - - [01/May/2023:04:29:27 +0200] "GET / HTTP/1.0" 200 16069 "-" "Mozilla/5.0 (Linux; Android 11; M2004J15SC) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Mobile Safari/537.36"
47.88.94.161 - - [01/May/2023:04:29:28 +0200] "GET /Public/home/js/check.js HTTP/1.0" 404 3423 "-" "Mozilla/5.0 (Linux; Android 11; M2004J15SC) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Mobile Safari/537.36"
47.88.90.156 - - [01/May/2023:04:29:28 +0200] "GET / HTTP/1.0" 200 11007 "https://pinksurfing.com/" "Mozilla/5.0 (Linux; Android 11; M2004J15SC) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Mobile Safari/537.36"
47.254.76.138 - - [01/May/2023:04:29:28 +0200] "GET / HTTP/1.0" 200 11007 "https://pinksurfing.com/" "Mozilla/5.0 (Linux; Android 11; M2004J15SC) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Mobile Safari/537.36"
47.88.87.97 - - [01/May/2023:04:29:29 +0200] "GET /static/admin/javascript/hetong.js HTTP/1.0" 404 3423 "-" "Mozilla/5.0 (Linux; Android 11; M2004J15SC) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Mobile Safari/537.36"
47.88.6.178 - - [01/May/2023:04:29:31 +0200] "GET /Public/home/js/check.js HTTP/1.0" 404 3423 "https://pinksurfing.com/Public/home/js/check.js" "Mozilla/5.0 (Linux; Android 11; M2004J15SC) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Mobile Safari/537.36"
47.254.85.182 - - [01/May/2023:04:29:31 +0200] "GET /Public/home/js/check.js HTTP/1.0" 404 3423 "https://pinksurfing.com/Public/home/js/check.js" "Mozilla/5.0 (Linux; Android 11; M2004J15SC) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Mobile Safari/537.36"
47.89.195.210 - - [01/May/2023:04:29:35 +0200] "GET /static/admin/javascript/hetong.js HTTP/1.0" 404 3423 "https://pinksurfing.com/static/admin/javascript/hetong.js" "Mozilla/5.0 (Linux; Android 11; M2004J15SC) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Mobile Safari/537.36"
34.247.13.209 - - [01/May/2023:05:18:51 +0200] "GET / HTTP/1.0" 200 16069 "https://104.21.16.178/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:81.0) Gecko/20100101 Firefox/81.0"
185.191.171.1 - - [01/May/2023:05:22:00 +0200] "GET /robots.txt HTTP/1.0" 404 3423 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
185.191.171.4 - - [01/May/2023:05:22:00 +0200] "GET /index.html HTTP/2.0" 200 10412 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
34.75.92.241 - - [01/May/2023:05:39:50 +0200] "GET /robots.txt HTTP/1.0" 404 8485 "-" "ZoominfoBot (zoominfobot at zoominfo dot com)"
34.75.92.241 - - [01/May/2023:05:39:50 +0200] "GET /auth.html HTTP/2.0" 200 1120 "-" "ZoominfoBot (zoominfobot at zoominfo dot com)"
94.177.240.121 - - [01/May/2023:06:11:37 +0200] "HEAD / HTTP/1.0" 200 5566 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.13) Gecko/20080311 Firefox/2.0.0.13"
94.177.240.121 - - [01/May/2023:06:11:37 +0200] "GET / HTTP/1.0" 200 11007 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.13) Gecko/20080311 Firefox/2.0.0.13"
94.177.240.121 - - [01/May/2023:06:11:37 +0200] "GET /assets/images/logo.png HTTP/2.0" 200 618173 "-" "Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B334b Safari/531.21.102011-10-16 20:23:10"
94.177.240.121 - - [01/May/2023:06:11:38 +0200] "GET /assets/images/banner.png HTTP/2.0" 200 178390 "-" "-"
94.177.240.121 - - [01/May/2023:06:11:38 +0200] "GET /assets/images/counter.png HTTP/2.0" 200 79569 "-" "Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B334b Safari/531.21.102011-10-16 20:23:10"
94.177.240.121 - - [01/May/2023:06:11:38 +0200] "GET /assets/images/counter.png HTTP/2.0" 200 79569 "-" "-"
94.177.240.121 - - [01/May/2023:06:11:39 +0200] "GET /assets/images/about.png HTTP/2.0" 200 14321 "-" "Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B334b Safari/531.21.102011-10-16 20:23:10"
94.177.240.121 - - [01/May/2023:06:11:39 +0200] "GET /assets/images/about.png HTTP/2.0" 200 14321 "-" "-"
94.177.240.121 - - [01/May/2023:06:11:39 +0200] "GET /assets/images/signup.png HTTP/2.0" 200 80379 "-" "Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B334b Safari/531.21.102011-10-16 20:23:10"
94.177.240.121 - - [01/May/2023:06:11:39 +0200] "GET /assets/images/product-search.png HTTP/2.0" 200 95681 "-" "-"
94.177.240.121 - - [01/May/2023:06:11:40 +0200] "GET /assets/images/coins.png HTTP/2.0" 200 823689 "-" "Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B334b Safari/531.21.102011-10-16 20:23:10"
94.177.240.121 - - [01/May/2023:06:11:40 +0200] "GET /assets/images/mobile-app.png HTTP/2.0" 200 77486 "-" "Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B334b Safari/531.21.102011-10-16 20:23:10"
94.177.240.121 - - [01/May/2023:06:11:40 +0200] "GET /assets/images/mobile-app.png HTTP/2.0" 200 77486 "-" "-"
94.177.240.121 - - [01/May/2023:06:11:41 +0200] "GET /assets/images/google-pay.png HTTP/2.0" 200 8370 "-" "Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B334b Safari/531.21.102011-10-16 20:23:10"
94.177.240.121 - - [01/May/2023:06:11:41 +0200] "GET /assets/images/app-store.png HTTP/2.0" 200 8375 "-" "Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B334b Safari/531.21.102011-10-16 20:23:10"
94.177.240.121 - - [01/May/2023:06:11:41 +0200] "GET /assets/images/hey.png HTTP/2.0" 200 54759 "-" "Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B334b Safari/531.21.102011-10-16 20:23:10"
94.177.240.121 - - [01/May/2023:06:11:41 +0200] "GET /assets/images/hey.png HTTP/2.0" 200 54759 "-" "-"
94.177.240.121 - - [01/May/2023:06:11:41 +0200] "GET /assets/images/pink-logo.png HTTP/2.0" 200 161556 "-" "Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B334b Safari/531.21.102011-10-16 20:23:10"
94.177.240.121 - - [01/May/2023:06:11:42 +0200] "GET /assets/images/handshake.png HTTP/2.0" 200 12205 "-" "Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B334b Safari/531.21.102011-10-16 20:23:10"
94.177.240.121 - - [01/May/2023:06:11:42 +0200] "GET /assets/images/handshake.png HTTP/2.0" 200 12205 "-" "-"
94.177.240.121 - - [01/May/2023:06:11:42 +0200] "GET /assets/images/Group.png HTTP/2.0" 200 17135 "-" "Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B334b Safari/531.21.102011-10-16 20:23:10"
94.177.240.121 - - [01/May/2023:06:11:42 +0200] "GET /assets/images/Group.png HTTP/2.0" 200 17135 "-" "-"
94.177.240.121 - - [01/May/2023:06:11:43 +0200] "GET /assets/images/404.jpg HTTP/2.0" 200 169959 "-" "Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B334b Safari/531.21.102011-10-16 20:23:10"
94.177.240.121 - - [01/May/2023:06:11:43 +0200] "GET /assets/images/404.jpg HTTP/2.0" 200 169959 "-" "-"
94.177.240.121 - - [01/May/2023:06:11:43 +0200] "GET /assets/images/Shaq.jpg HTTP/2.0" 200 20412 "-" "Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B334b Safari/531.21.102011-10-16 20:23:10"
94.177.240.121 - - [01/May/2023:06:11:43 +0200] "GET /assets/images/Shaq.jpg HTTP/2.0" 200 20412 "-" "-"
94.177.240.121 - - [01/May/2023:06:11:44 +0200] "GET /assets/images/person-2.jpg HTTP/2.0" 200 21901 "-" "Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B334b Safari/531.21.102011-10-16 20:23:10"
94.177.240.121 - - [01/May/2023:06:11:44 +0200] "GET /assets/images/raihan2.jpg HTTP/2.0" 200 198950 "-" "Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B334b Safari/531.21.102011-10-16 20:23:10"
94.177.240.121 - - [01/May/2023:06:11:45 +0200] "GET /assets/images/raihan2.jpg HTTP/2.0" 200 198950 "-" "-"
94.177.240.121 - - [01/May/2023:06:11:45 +0200] "GET /assets/images/Adam%20R%20Uttley%202.jpg HTTP/2.0" 200 91068 "-" "Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B334b Safari/531.21.102011-10-16 20:23:10"
94.177.240.121 - - [01/May/2023:06:11:45 +0200] "GET /assets/images/Adam%20R%20Uttley%202.jpg HTTP/2.0" 200 91068 "-" "-"
94.177.240.121 - - [01/May/2023:06:11:46 +0200] "GET /assets/images/habib%20attorney.jpg HTTP/2.0" 200 74602 "-" "-"
94.177.240.121 - - [01/May/2023:06:11:46 +0200] "GET /assets/images/aqib.jpg HTTP/2.0" 200 38456 "-" "Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B334b Safari/531.21.102011-10-16 20:23:10"
94.177.240.121 - - [01/May/2023:06:11:46 +0200] "GET /assets/images/aqib.jpg HTTP/2.0" 200 38456 "-" "-"
94.177.240.121 - - [01/May/2023:06:11:46 +0200] "GET /assets/images/Toussef.jpg HTTP/2.0" 200 49668 "-" "Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B334b Safari/531.21.102011-10-16 20:23:10"
94.177.240.121 - - [01/May/2023:06:11:47 +0200] "GET /assets/images/Toussef.jpg HTTP/2.0" 200 49668 "-" "-"
94.177.240.121 - - [01/May/2023:06:11:47 +0200] "GET /assets/images/subscribe.png HTTP/2.0" 200 12824 "-" "Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B334b Safari/531.21.102011-10-16 20:23:10"
94.177.240.121 - - [01/May/2023:06:11:47 +0200] "GET /assets/images/documents.png HTTP/2.0" 200 64801 "-" "Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B334b Safari/531.21.102011-10-16 20:23:10"
94.177.240.121 - - [01/May/2023:06:11:48 +0200] "GET /assets/images/documents.png HTTP/2.0" 200 64801 "-" "-"
94.177.240.121 - - [01/May/2023:06:11:48 +0200] "GET /assets/images/cloud.png HTTP/2.0" 200 1096 "-" "Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B334b Safari/531.21.102011-10-16 20:23:10"
94.177.240.121 - - [01/May/2023:06:11:48 +0200] "GET /assets/images/features.png HTTP/2.0" 200 65090 "-" "Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B334b Safari/531.21.102011-10-16 20:23:10"
94.177.240.121 - - [01/May/2023:06:11:48 +0200] "GET /assets/images/features.png HTTP/2.0" 200 65090 "-" "-"
94.177.240.121 - - [01/May/2023:06:11:48 +0200] "GET /assets/images/aqib.jpg HTTP/2.0" 200 38456 "-" "-"
34.138.91.194 - - [01/May/2023:06:18:23 +0200] "GET /robots.txt HTTP/1.0" 404 8485 "-" "ZoominfoBot (zoominfobot at zoominfo dot com)"
34.138.91.194 - - [01/May/2023:06:18:24 +0200] "GET /auth.html HTTP/2.0" 200 1120 "-" "ZoominfoBot (zoominfobot at zoominfo dot com)"
2a01:7a7:2:2cba:225:90ff:fec0:65c2 - - [01/May/2023:07:21:31 +0200] "GET /wp-login.php HTTP/1.0" 503 8398 "http://www.pinksurfing.com/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:96.0) Gecko/20100101 Firefox/96"
34.138.91.194 - - [01/May/2023:07:27:48 +0200] "GET /privacy-policy.html HTTP/2.0" 200 17929 "-" "ZoominfoBot (zoominfobot at zoominfo dot com)"
2409:40c4:100a:cb1b:8df4:a700:1a86:78a0 - - [01/May/2023:07:56:43 +0200] "GET / HTTP/1.0" 304 5476 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1"
2409:40c4:100a:cb1b:8df4:a700:1a86:78a0 - - [01/May/2023:07:56:44 +0200] "GET /firebase.js HTTP/1.0" 404 3423 "https://www.pinksurfing.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1"
2409:40c4:100a:cb1b:8df4:a700:1a86:78a0 - - [01/May/2023:07:56:45 +0200] "GET /Music.mp3 HTTP/2.0" 200 9776736 "https://www.pinksurfing.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1"
157.55.39.213 - - [01/May/2023:08:15:34 +0200] "GET / HTTP/1.0" 200 16069 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36"
20.25.164.235 - - [01/May/2023:08:23:31 +0200] "GET /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 8485 "-" "python-requests/2.29.0"
36.255.188.50 - - [01/May/2023:09:10:22 +0200] "GET / HTTP/1.0" 200 16069 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15"
36.255.188.50 - - [01/May/2023:09:10:25 +0200] "GET /auth.html HTTP/2.0" 200 1120 "https://www.pinksurfing.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15"
36.255.188.50 - - [01/May/2023:09:11:04 +0200] "GET / HTTP/1.0" 200 11007 "https://www.pinksurfing.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15"
36.255.188.50 - - [01/May/2023:09:11:09 +0200] "GET /privacy-policy.html HTTP/2.0" 200 17929 "https://www.pinksurfing.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15"
36.255.188.50 - - [01/May/2023:09:11:13 +0200] "GET /?%20=Hi+pinksurfing.com+Webmaster.+I+just+found+your+site%2C+quick+question%E2%80%A6%0D%0A%0D%0AMy+name%E2%80%99s+Eric%2C+I+found+pinksurfing.com+after+doing+a+quick+search+%E2%80%93+you+showed+up+near+the+top+of+the+rankings%2C+so+whatever+you%E2%80%99re+doing+for+SEO%2C+looks+like+it%E2%80%99s+working+well.%0D%0A%0D%0ASo+here%E2%80%99s+my+question+%E2%80%93+what+happens+AFTER+someone+lands+on+your+site%3F++Anything%3F%0D%0A%0D%0AResearch+tells+us+at+least+70%25+of+the+people+who+find+your+site%2C+after+a+quick+once-over%2C+they+disappear%E2%80%A6+forever.%0D%0A%0D%0AThat+means+that+all+the+work+and+effort+you+put+into+getting+them+to+show+up%2C+goes+down+the+tubes.%0D%0A%0D%0AWhy+would+you+want+all+that+good+work+%E2%80%93+and+the+great+site+you%E2%80%99ve+built+%E2%80%93+go+to+waste%3F%0D%0A%0D%0ABecause+the+odds+are+they%E2%80%99ll+just+skip+over+calling+or+even+grabbing+their+phone%2C+leaving+you+high+and+dry.%0D%0A%0D%0ABut+here%E2%80%99s+a+thought%E2%80%A6+what+if+you+could+make+it+super-simple+for+someone+to+raise+their+hand%2C+say%2C+%E2%80%9Cokay%2C+let%E2%80%99s+talk%E2%80%9D+without+requiring+them+to+even+pull+their+cell+phone+from+their+pocket%3F%0D%0A++%0D%0AYou+can+%E2%80%93+thanks+to+revolutionary+new+software+that+can+literally+make+that+first+call+happen+NOW.%0D%0A%0D%0AWeb+Visitors+Into+Leads+is+a+software+widget+that+sits+on+your+site%2C+ready+and+waiting+to+capture+any+visitor%E2%80%99s+Name%2C+Email+address+and+Phone+Number.++It+lets+you+know+IMMEDIATELY+%E2%80%93+so+that+you+can+talk+to+that+lead+while+they%E2%80%99re+still+there+at+your+site.%0D%0A++%0D%0AYou+know%2C+strike+when+the+iron%E2%80%99s+hot%21%0D%0A%0D%0ACLICK+HERE+https://advanceleadgeneration.com+to+try+out+a+Live+Demo+with+Web+Visitors+Into+Leads+now+to+see+exactly+how+it+works.%0D%0A%0D%0AWhen+targeting+leads%2C+you+HAVE+to+act+fast+%E2%80%93+the+difference+between+contacting+someone+within+5+minutes+versus+30+minutes+later+is+huge+%E2%80%93+like+100+times+better%21%0D%0A%0D%0AThat%E2%80%99s+why+you+should+check+out+our+new+SMS+Text+With+Lead+feature+as+well%E2%80%A6+once+you%E2%80%99ve+captured+the+phone+number+of+the+website+visitor%2C+you+can+automatically+kick+off+a+text+message+(SMS)+conversation+with+them.+%0D%0A+%0D%0AImagine+how+powerful+this+could+be+%E2%80%93+even+if+they+don%E2%80%99t+take+you+up+on+your+offer+immediately%2C+you+can+stay+in+touch+with+them+using+text+messages+to+make+new+offers%2C+provide+links+to+great+content%2C+and+build+your+credibility.%0D%0A%0D%0AJust+this+alone+could+be+a+game+changer+to+make+your+website+even+more+effective.%0D%0A%0D%0AStrike+when++the+iron%E2%80%99s+hot%21%0D%0A%0D%0ACLICK+HERE+https://advanceleadgeneration.com+to+learn+more+about+everything+Web+Visitors+Into+Leads+can+do+for+your+business+%E2%80%93+you%E2%80%99ll+be+amazed.%0D%0A%0D%0AThanks+and+keep+up+the+great+work%21%0D%0A%0D%0AEric%0D%0APS:+Web+Visitors+Into+Leads+offers+a+FREE+14+days+trial+%E2%80%93+you+could+be+converting+up+to+100x+more+leads+immediately%21+++%0D%0AIt+even+includes+International+Long+Distance+Calling.+%0D%0AStop+wasting+money+chasing+eyeballs+that+don%E2%80%99t+turn+into+paying+customers.+%0D%0ACLICK+HERE+https://advanceleadgeneration.com+to+try+Web+Visitors+Into+Leads+now.%0D%0A%0D%0AIf+you%27d+like+to+unsubscribe+click+here+http://advanceleadgeneration.com/unsubscribe.aspx%3Fd%3Dpinksurfing.com%0D%0A HTTP/1.0" 200 11007 "https://www.pinksurfing.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15"
134.209.108.174 - - [01/May/2023:09:22:25 +0200] "GET / HTTP/1.0" 200 16069 "-" "python-requests/2.28.2"
66.249.77.123 - - [01/May/2023:09:29:21 +0200] "GET /privacy-policy.html HTTP/2.0" 200 17929 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
217.113.194.98 - - [01/May/2023:09:43:32 +0200] "GET /robots.txt HTTP/1.0" 404 8485 "-" "Mozilla/5.0 (compatible; Barkrowler/0.9; +https://babbar.tech/crawler)"
217.113.194.121 - - [01/May/2023:09:43:48 +0200] "GET / HTTP/1.0" 200 11007 "-" "Mozilla/5.0 (compatible; Barkrowler/0.9; +https://babbar.tech/crawler)"
217.113.194.69 - - [01/May/2023:09:44:03 +0200] "GET /auth.html HTTP/2.0" 200 1120 "-" "Mozilla/5.0 (compatible; Barkrowler/0.9; +https://babbar.tech/crawler)"
66.249.77.105 - - [01/May/2023:09:55:04 +0200] "GET /robots.txt HTTP/1.0" 404 8485 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.77.98 - - [01/May/2023:09:55:05 +0200] "GET / HTTP/1.0" 200 11007 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.77.98 - - [01/May/2023:09:55:09 +0200] "GET /firebase.js HTTP/1.0" 404 3423 "https://www.pinksurfing.com/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/112.0.5615.142 Safari/537.36"
66.249.77.123 - - [01/May/2023:09:55:09 +0200] "GET /includes/css/bootstrap.min.css HTTP/2.0" 200 23524 "https://www.pinksurfing.com/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/112.0.5615.142 Safari/537.36"
66.249.77.97 - - [01/May/2023:10:02:07 +0200] "GET /privacy-policy.html HTTP/2.0" 200 17929 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.77.97 - - [01/May/2023:10:08:24 +0200] "GET /privacy-policy.html HTTP/2.0" 200 17929 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.77.123 - - [01/May/2023:10:40:05 +0200] "GET / HTTP/1.0" 200 16069 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.5615.142 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
100.21.184.22 - - [01/May/2023:11:19:41 +0200] "GET / HTTP/1.0" 200 16069 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0"
146.70.133.10 - - [01/May/2023:11:33:42 +0200] "GET /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 8485 "-" "python-requests/2.28.2"
146.70.133.10 - - [01/May/2023:11:43:04 +0200] "GET /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 8485 "-" "python-requests/2.28.2"
66.249.77.105 - - [01/May/2023:11:43:05 +0200] "GET /robots.txt HTTP/1.0" 404 3423 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.77.105 - - [01/May/2023:11:43:06 +0200] "GET /privacy-policy.html HTTP/2.0" 200 17929 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.77.123 - - [01/May/2023:11:43:13 +0200] "GET /includes/css/style.css HTTP/2.0" 200 4584 "https://www.pinksurfing.com/privacy-policy.html" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/112.0.5615.142 Safari/537.36"
66.249.77.123 - - [01/May/2023:11:43:13 +0200] "GET /includes/js/popper.min.js HTTP/2.0" 200 7131 "https://www.pinksurfing.com/privacy-policy.html" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/112.0.5615.142 Safari/537.36"
